Vname,UpName,Vlong,Source,Uptime,UpID,VID,RelatedVs,newDayviews,Sales,Price,Commission,TotalLikes,TotalComments,Changerate,PLink
袋鼠妈妈孕妇橄榄油套装修护舒缓预防产后妊辰修护孕纹专用护肤品,企鹅妈妈,52,淘宝,2019-09-29 11:52:01,105984963989,6741935221660323086,34,3295,25546,128.00,13.72,5192,603,11.61%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2F8gJqDLVfDhw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbuMB%2FwGhXyrJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMWbEVgSwiX0a2mK2WbfeZQwtkyqhBb5%2B4%2FKofRW9dzmeiGgWCb7aTnc3LpV8PxofEno%2F%2BOj2ZKbTOf9hgN%2FiQ%2B3O4pogwIzdMGLQmI7gEpt2TwkrTVEEsdm27zgO1HFq6T1E10X08bXTngP078hZDj5WUwSoDc%2FBPIHhvzHA0otLGDmntuH4VtA%3D%3D&union_lens=lensId:0b1aff47_0c65_16ec2181d0a_0eed&xId=c3R4QWBB9FOjKchn0uJp2otWFxYQOvbMPBgiDrRokajmj2zb9d8SNhzLNzVCtDTlaNVNvMLRBefXbPKEAFLiD4&union_lens=lensId:0b0fcf04_0bbd_16ec2181d0c_4144
凡士林(Vaseline)经典 修护晶冻100g 保湿润肤霜/手霜 （新老包装随机发货）,君夫人,59,京东,2019-08-24 18:30:06,77533678674,6728678743583345932,0,4,14155,27.50,0.23,198616,4840,2.44%,https://u.jd.com/YJoJFN
【白皙补水】大马士革玫瑰纯露500ml,变帅秘诀,24,考拉,2019-06-30 16:50:35,108690818366,6708100748690967815,1,3,473378,169.00,4.47,203,13,6.40%,https://m-goods.kaola.com/product/1993844.html
高姿（COGI）光感赋活面部精华液女虾青素补水修护保湿提亮精华露30ml,小玉酱,59,京东,2019-09-10 14:18:47,61608456852,6734922421880507655,4,3,783,139.00,23.22,34483,3952,11.46%,https://u.jd.com/fg0chw
SPC 蛇毒补水紧致面膜 50片装,我是阿菜心❤️,15,考拉,2019-08-05 19:00:52,95331329205,6721636032535743757,0,2,49,19.90,0.59,30022,733,2.44%,https://m-goods.kaola.com/product/2782482.html
皇后牌片仔癀珍珠霜25g 平衡油脂面霜膏国货化妆品护肤品老牌正品,可可妈,11,淘宝,2019-09-04 08:22:45,88816985928,6732604155304758541,0,0,431,18.80,5.94,94,2,2.13%,https://s.click.taobao.com/t?e=m%3D2%26s%3Djexyqhdl%2BNdw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMe7L%2BRe5whqM1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM%2BBSIXtxm%2FSrO6suqc1JqDv1SarTXhIOTrhzfEh3ilxbYR16Frqer%2F9kYvQZuIwx3oGeIQL4Fi9FiM5PJcVpYO4tVf5GpN8rK2Edeha6nq%2F%2FUnO1LlP03xnTjTFN7viwi0C27m3SW%2BjfjViUlMDUcw70rMgvDUxbqomfkDJRs%2BhU%3D&union_lens=lensId:0b00aee1_0c7d_16ec2342067_d957&xId=OqW4ff5obDzvTVc0kdMIJpfoXXVcj2hZ3Mju0s0n41vrE0UiH9orVFSmuIruwLEtK0n8Y0WQd8o6ZQ4JdSX9Eq&union_lens=lensId:0b0f8444_0c7b_16ec2342069_65ea
ZFC 名师润颜无痕粉底液保湿遮瑕底妆轻薄粉底霜bb霜 A03自然色,瑞琪化妆造型,40,京东,2019-08-30 21:16:25,88000631896,6730948119896280323,0,0,15,198.00,29.70,46,5,10.87%,https://u.jd.com/67mNNo
Dreamtimes K1梦幻洁面乳洗面奶男士专用氨基酸控油祛痘黑头套装,变帅秘诀,20,天猫,2019-09-28 21:48:34,108690818366,6741717872290041101,0,0,926,63.00,1.26,78,3,3.85%,https://detail.tmall.com/item.htm?id=15874358647
稚优泉（CHIOTURE）水母面膜贴补水保湿滋润控油免洗敏感肌面膜男女学生护肤品 水母面膜2盒,吃瓜老少女,49,京东,2019-06-21 23:02:36,1516973106934243,6704876701974842627,0,0,189,89.90,17.98,1232,17,1.38%,https://item.m.jd.com/product/19503998823.html
满婷除螨皂清螨皂100g 去螨虫除螨抑螨洗澡洗手香皂肥皂fei硫磺迷迭香沐浴洁面香皂润肤净螨皂男女士 一盒装（除菌止痒）,绿茶影视,52,京东,2019-08-26 11:34:47,59103455179,6729313886157147400,1,0,2764,14.90,0.10,816606,13062,1.60%,https://item.m.jd.com/product/30395609852.html
ILISYA柔色水漾补水眼霜 紧致淡化细纹淡眼袋黑眼圈眼部精华,袋袋好物,20,抖音小店,2018-10-31 19:07:39,94664857609,6618476136076676366,7,-12,4156,79.00,23.70,224,1,0.45%,https://haohuo.jinritemai.com/views/product/item2?id=3280969738112620246&origin_type=2002001000&origin_id=6618476136076676366_3296194095801962936&alkey=1128_99514375927_6618476136076676366_3296194095801962936_011
欧佩型男控油三件套 男士护肤品保湿补水套装抗皱洗面奶洁面乳面霜保湿霜男 男士控油保湿3件套,跑快车的张学友,59,京东,2019-06-16 10:27:25,71765242694,6702687675947781379,0,-19,5,59.00,0.59,25500,929,3.64%,https://u.jd.com/9RuBAc
薇诺娜熊果苷透白保湿面膜6片 补水去黄美白淡斑提亮肤色皮肤暗沉,刘巧巧,39,天猫,2019-06-12 18:48:03,106657898534,6701524001308609795,0,-29,2461,218.00,0.11,18559,211,1.14%,https://detail.tmall.com/item.htm?id=24933704271
韩熙贞散粉定妆粉持久控油防水女遮瑕防水不脱妆晚安粉饼哑光蜜粉,慕安,59,淘宝,2019-08-17 18:20:38,71120708431,6726078710014905604,11,-34,86237,49.90,0.00,43307,768,1.77%,https://s.click.taobao.com/t?e=m%3D2%26s%3DwEeJPxPf%2FiVw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMXpCnlRMRXLE1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM4c1mdaDithF6FG1k30D8sAtkyqhBb5%2B4EPtgYSZZAUvNy6VfD8aHxJ6P%2Fjo9mSm0uI7U2YEknT1%2BtBS4fzLTHo8JSZrL8lyPZjrEvdxGL04kOKf%2FcMbosbt%2FpS9ZyrgdXX1Ck0nLCt%2F0bpF3AZHh5cYMXU3NNCg%2F&union_lens=lensId:TAPI@1588122646@0b847680_0e79_171c37c77b2_ce83@01
牛尔视黄醇眼部精华液紧致眼周淡化黑眼圈细纹保湿熬夜A醇眼霜,辣辣来撸妆,24,淘宝,2019-04-30 00:05:28,57607108914,6685242015510170894,11,-10665,5446,99.00,10.71,59241,1225,2.07%,https://s.click.taobao.com/t?e=m%3D2%26s%3DvDTMFiSkTCdw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbl3a2kkfH9llovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMaOB2tPVKbzgKlPcCjAAeIowe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RCKgnqmhC8rmRgsK%2F%2F7zfp%2Bk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ49pVxino%2Fzbzy8o1osRP5OTxgxdTc00KD8%3D&union_lens=lensId:TAPI@1586311367@0b58a101_0e69_17157868b3c_8cb4@01
科莱丽(Clarisonic)洁面仪  声波电动清洁毛孔 Prima白色 净黑头洗脸仪 美容仪,伍妹儿May,55,京东,2019-06-08 12:44:19,59795601557,6699787832938056963,0,0,511,899.00,21.96,11565,136,1.18%,https://u.jd.com/uKkKib
抖音同款uh防晒喷雾美白正品官网隔离素颜霜网红防嗮定妆粉底液,耀阳,19,淘宝,2018-05-24 15:29:15,58932770511,6559045685721697544,0,0,0,135.24,0,552,34,6.16%,https://s.click.taobao.com/t?e=m%3D2%26s%3DawwsnZWFl7kcQipKwQzePOeEDrYVVa64XoO8tOebS%2BdRAdhuF14FMWTFpsoO3xjRRitN3%2FurF3xPUTXRfTxtdOeA%2FTvyFkOPlZTBKgNz8E%2BINbQy7yLDlotgwMO1YqTJ4q%2BRXokHRqtJj8mT44MdBHQC%2B2qnp67EEyKaxvLNkvHx%2B5NM0%2BTFYhIjP5Uhv22UmkedhUwPY5w0bUeiX0TxzthHXoWup6v%2F1JztS5T9N8ZsDXOMSSE4cWzYH9icsF5rw9IjAsyj0XpBdawJv%2B6ZmqJn5AyUbPoV
锰宝抖音同款葵儿红石榴鲜妍防护喷雾隔离防霾网红保湿补水素颜霜,锰宝【9.21日14:00中国黄金专场】,13,淘宝,2018-06-02 15:02:15,55105735143,6562379016005750023,0,0,3,138.00,4.14,68552,880,1.28%,https://s.click.taobao.com/t?e=m%3D2%26s%3DU2ydNtsK1rAcQipKwQzePOeEDrYVVa64XoO8tOebS%2BdRAdhuF14FMcpXfIujnwnjMMgx22UI05bu6K%2BnQlxw%2BpvAjcVwRuAsake20CRb0Imqkx9CS2lN%2FotgwMO1YqTJ4q%2BRXokHRqtJj8mT44MdBHQC%2B2qnp67EgQ375PBbUS%2Fj8wECb3MBJRIjP5Uhv22U9Sns0fBfh2EW%2Bz6qkRKDDthHXoWup6v%2F1JztS5T9N8Z040xTe74sItAtu5t0lvo341YlJTA1HMO9KzILw1MW6qJn5AyUbPoV
锰宝抖音同款葵儿水光气垫cc霜水润保湿网红裸妆遮瑕,文尤里,5,淘宝,2018-05-24 22:35:47,52240682941,6559156094600482055,0,0,0,158.00,4.74,403934,2897,0.72%,https://s.click.taobao.com/t?e=m%3D2%26s%3DXOpRbNbZN7ccQipKwQzePOeEDrYVVa64XoO8tOebS%2BdRAdhuF14FMfsfsX7vbryElovu%2FCElQOs91dQtEdWoTFMNYyN%2FM4lc%2Bo1rU6CLfUdHBqNiZwnTMotgwMO1YqTJ4q%2BRXokHRqtJj8mT44MdBHQC%2B2qnp67EgQ375PBbUS%2Fj8wECb3MBJRIjP5Uhv22UW1KfEXxLMoL7Mb0tNMHk6dhHXoWup6v%2F1JztS5T9N8Z040xTe74sItAtu5t0lvo341YlJTA1HMO9KzILw1MW6qJn5AyUbPoV
Ziaja 齐叶雅 羊奶面膜 7毫升*20袋/盒 补水滋润 细腻嫩肤,波兰??白发魔女,28,考拉,2019-08-01 17:48:01,96742453884,6720132924131249415,0,-1,151844,99.00,2.97,5338,287,5.38%,https://m-goods.kaola.com/product/1618090.html
丽得姿 LEADERS  领先润美植萃弹力面膜 补水保湿弹润紧致针剂安瓶面膜6支/盒,麻花可可（周三周五直播直播）,45,京东,2019-06-14 17:51:52,105945146047,6702039965351562500,0,-1,6,179.00,7.91,20778,107,0.51%,https://u.jd.com/gXTva2
百雀羚精华液女 复活小绿瓶 肌初赋活抚纹精华液30ml 补水保湿提拉紧致面部精华水,你的晴天雨,27,京东,2019-08-24 15:32:06,83784860462,6728632841199963399,0,-3,7794,260.00,4.98,10447,246,2.35%,https://u.jd.com/t2EpEm
迷奇胶原蛋白滋养控油爽肤水女收缩毛孔补水保湿护肤水国货柔肤水,小喵Meow,53,淘宝,2019-06-29 18:02:45,93579812328,6707598542191512840,0,-5,245,90.00,10.22,15843,122,0.77%,https://s.click.taobao.com/t?e=m%3D2%26s%3DjDEr6sj4NDNw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMRi7OPAvyXMvlovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMC3rk1f1IplUdxbgTw2r%2BqYwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RD%2BsxD2%2FNioFGCvfL4hBkYXk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ49pVxino%2Fzbzy8o1osRP5OTxgxdTc00KD8%3D&union_lens=lensId:0b013a8d_77eb_16eeb4c7800_64e5&xId=GkxuPRJPAZqbZAA0pKNGDkF4xUBfM2CYpXRYQMwFJggDLy2hmDu27BVeZ0umNvrLlVQS3h8ejae3km6xvXLEUb&union_lens=lensId:0b14db34_0cdd_16eeb4c7802_0448
兰芝水光修颜隔离霜妆前乳合一遮瑕保湿防晒打底提亮肤色女正品,❤大猫妈妈,47,天猫,2019-05-08 19:56:25,73712010674,6688442047487102212,0,-5,1518,265.00,2.65,62355,1828,2.93%,https://detail.tmall.com/item.htm?id=19256518083
佳洁士电动牙刷 成人声波美白 小白刷高配旗舰智能充电式 致美玫瑰金S411,陶鹿鹿,52,京东,2019-08-05 18:41:27,60655602362,6721631033931861262,0,-9,288,399.00,26.94,1721227,7361,0.43%,https://u.jd.com/jcnxGT
ILISYA柔色水漾补水眼霜 紧致淡化细纹淡眼袋黑眼圈眼部精华,袋袋好物,20,抖音小店,2018-10-31 19:07:39,94664857609,6618476136076676366,7,-12,4156,79.00,23.70,224,1,0.45%,https://haohuo.jinritemai.com/views/product/item2?id=3280969738112620246&origin_type=2002001000&origin_id=6618476136076676366_3296194095801962936&alkey=1128_99514375927_6618476136076676366_3296194095801962936_011
欧佩型男控油三件套 男士护肤品保湿补水套装抗皱洗面奶洁面乳面霜保湿霜男 男士控油保湿3件套,跑快车的张学友,59,京东,2019-06-16 10:27:25,71765242694,6702687675947781379,0,-19,5,59.00,0.59,25500,929,3.64%,https://u.jd.com/9RuBAc
薇诺娜熊果苷透白保湿面膜6片 补水去黄美白淡斑提亮肤色皮肤暗沉,刘巧巧,39,天猫,2019-06-12 18:48:03,106657898534,6701524001308609795,0,-29,2461,218.00,0.11,18559,211,1.14%,https://detail.tmall.com/item.htm?id=24933704271
韩熙贞散粉定妆粉持久控油防水女遮瑕防水不脱妆晚安粉饼哑光蜜粉,慕安,59,淘宝,2019-08-17 18:20:38,71120708431,6726078710014905604,11,-34,86237,49.90,0.00,43307,768,1.77%,https://s.click.taobao.com/t?e=m%3D2%26s%3DwEeJPxPf%2FiVw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMXpCnlRMRXLE1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM4c1mdaDithF6FG1k30D8sAtkyqhBb5%2B4EPtgYSZZAUvNy6VfD8aHxJ6P%2Fjo9mSm0uI7U2YEknT1%2BtBS4fzLTHo8JSZrL8lyPZjrEvdxGL04kOKf%2FcMbosbt%2FpS9ZyrgdXX1Ck0nLCt%2F0bpF3AZHh5cYMXU3NNCg%2F&union_lens=lensId:TAPI@1588122646@0b847680_0e79_171c37c77b2_ce83@01
牛尔视黄醇眼部精华液紧致眼周淡化黑眼圈细纹保湿熬夜A醇眼霜,辣辣来撸妆,24,淘宝,2019-04-30 00:05:28,57607108914,6685242015510170894,11,-10665,5446,99.00,10.71,59241,1225,2.07%,https://s.click.taobao.com/t?e=m%3D2%26s%3DvDTMFiSkTCdw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbl3a2kkfH9llovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMaOB2tPVKbzgKlPcCjAAeIowe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RCKgnqmhC8rmRgsK%2F%2F7zfp%2Bk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ49pVxino%2Fzbzy8o1osRP5OTxgxdTc00KD8%3D&union_lens=lensId:TAPI@1586311367@0b58a101_0e69_17157868b3c_8cb4@01
袋鼠妈妈孕妇橄榄油套装修护舒缓预防产后妊辰修护孕纹专用护肤品,企鹅妈妈,52,淘宝,2019-09-29 11:52:01,105984963989,6741935221660323086,34,3295,25546,128.00,13.72,5192,603,11.61%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2F8gJqDLVfDhw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbuMB%2FwGhXyrJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMWbEVgSwiX0a2mK2WbfeZQwtkyqhBb5%2B4%2FKofRW9dzmeiGgWCb7aTnc3LpV8PxofEno%2F%2BOj2ZKbTOf9hgN%2FiQ%2B3O4pogwIzdMGLQmI7gEpt2TwkrTVEEsdm27zgO1HFq6T1E10X08bXTngP078hZDj5WUwSoDc%2FBPIHhvzHA0otLGDmntuH4VtA%3D%3D&union_lens=lensId:0b1aff47_0c65_16ec2181d0a_0eed&xId=c3R4QWBB9FOjKchn0uJp2otWFxYQOvbMPBgiDrRokajmj2zb9d8SNhzLNzVCtDTlaNVNvMLRBefXbPKEAFLiD4&union_lens=lensId:0b0fcf04_0bbd_16ec2181d0c_4144
凡士林(Vaseline)经典 修护晶冻100g 保湿润肤霜/手霜 （新老包装随机发货）,君夫人,59,京东,2019-08-24 18:30:06,77533678674,6728678743583345932,0,4,14155,27.50,0.23,198616,4840,2.44%,https://u.jd.com/YJoJFN
【白皙补水】大马士革玫瑰纯露500ml,变帅秘诀,24,考拉,2019-06-30 16:50:35,108690818366,6708100748690967815,1,3,473378,169.00,4.47,203,13,6.40%,https://m-goods.kaola.com/product/1993844.html
高姿（COGI）光感赋活面部精华液女虾青素补水修护保湿提亮精华露30ml,小玉酱,59,京东,2019-09-10 14:18:47,61608456852,6734922421880507655,4,3,783,139.00,23.22,34483,3952,11.46%,https://u.jd.com/fg0chw
SPC 蛇毒补水紧致面膜 50片装,我是阿菜心❤️,15,考拉,2019-08-05 19:00:52,95331329205,6721636032535743757,0,2,49,19.90,0.59,30022,733,2.44%,https://m-goods.kaola.com/product/2782482.html
皇后牌片仔癀珍珠霜25g 平衡油脂面霜膏国货化妆品护肤品老牌正品,可可妈,11,淘宝,2019-09-04 08:22:45,88816985928,6732604155304758541,0,0,431,18.80,5.94,94,2,2.13%,https://s.click.taobao.com/t?e=m%3D2%26s%3Djexyqhdl%2BNdw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMe7L%2BRe5whqM1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM%2BBSIXtxm%2FSrO6suqc1JqDv1SarTXhIOTrhzfEh3ilxbYR16Frqer%2F9kYvQZuIwx3oGeIQL4Fi9FiM5PJcVpYO4tVf5GpN8rK2Edeha6nq%2F%2FUnO1LlP03xnTjTFN7viwi0C27m3SW%2BjfjViUlMDUcw70rMgvDUxbqomfkDJRs%2BhU%3D&union_lens=lensId:0b00aee1_0c7d_16ec2342067_d957&xId=OqW4ff5obDzvTVc0kdMIJpfoXXVcj2hZ3Mju0s0n41vrE0UiH9orVFSmuIruwLEtK0n8Y0WQd8o6ZQ4JdSX9Eq&union_lens=lensId:0b0f8444_0c7b_16ec2342069_65ea
ZFC 名师润颜无痕粉底液保湿遮瑕底妆轻薄粉底霜bb霜 A03自然色,瑞琪化妆造型,40,京东,2019-08-30 21:16:25,88000631896,6730948119896280323,0,0,15,198.00,29.70,46,5,10.87%,https://u.jd.com/67mNNo
Dreamtimes K1梦幻洁面乳洗面奶男士专用氨基酸控油祛痘黑头套装,变帅秘诀,20,天猫,2019-09-28 21:48:34,108690818366,6741717872290041101,0,0,926,63.00,1.26,78,3,3.85%,https://detail.tmall.com/item.htm?id=15874358647
稚优泉（CHIOTURE）水母面膜贴补水保湿滋润控油免洗敏感肌面膜男女学生护肤品 水母面膜2盒,吃瓜老少女,49,京东,2019-06-21 23:02:36,1516973106934243,6704876701974842627,0,0,189,89.90,17.98,1232,17,1.38%,https://item.m.jd.com/product/19503998823.html
满婷除螨皂清螨皂100g 去螨虫除螨抑螨洗澡洗手香皂肥皂fei硫磺迷迭香沐浴洁面香皂润肤净螨皂男女士 一盒装（除菌止痒）,绿茶影视,52,京东,2019-08-26 11:34:47,59103455179,6729313886157147400,1,0,2764,14.90,0.10,816606,13062,1.60%,https://item.m.jd.com/product/30395609852.html
