Vname,UpName,Vlong,Source,Uptime,UpID,VID,RelatedVs,newDayviews,Sales,Price,Commission,TotalLikes,TotalComments,Changerate,PLink
UKISS唇釉口红女学生款平价丝绒雾面哑光奶茶色唇彩唇蜜镜面水光,花花fiore,35,淘宝,2019-05-28 19:33:03,61527468954,6695686597561617667,0,-25396,0,39.90,0,13686,306,2.24%,https://s.click.taobao.com/t?e=m%3D2%26s%3DSXnJ9RIB%2FIRw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMRVkOJjn4a3nRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMN%2Bpa5njzjLiKe%2FSnBW94BgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6OFV3mG4sTXix9MWXGy4rFT0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57b76f_0bc8_16fa87a190f_a075&xId=27Wyqt0aviyzrzVnPMKsX7N9aDeRxHBF2fEL7E34E87xvc5ptavRGkXECN19GFilHFuiRnQEtvWBoSPG5kCx4l&union_lens=lensId:0b0f8444_0c71_16fa87a1912_654b
BLD贝览得美妆蛋粉扑超柔海绵不吃粉彩妆蛋化妆工具干湿两用2只装,耳火Fendy,58,淘宝,2019-05-13 19:05:33,95845330308,6690215821916097803,0,-27133,0,44.00,0,3211,405,12.61%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2BHNUO7KghBlw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSbk59VT5bRLt4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMbNyCYoYCgsfCD%2B6XOtnLvAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MT9%2FWKGizURcXIFUrv5OUk0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b58245a_0c5e_16ebfa85f93_7e6b&xId=fGfzX8AXOyk4qx9UWRfBVl6vfKzdOWQwtS9EJh27DtmC9E2MiAPxUwEEZorPXo8gwM7cMgiQBlED3tlvCGNVLp&union_lens=lensId:0b086875_0d1a_16ebfa85f95_327a
少女心放映室 ins无印风桌面收纳盒 创意笔筒文具化妆刷整理分类,少女心放映室,13,淘宝,2019-08-05 17:43:36,94233998063,6721616122359139595,0,-28162,0,5.90,0,38488,796,2.07%,https://s.click.taobao.com/t?e=m%3D2%26s%3DAyETeo5h9Ixw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMaljvO9jOGEY8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMvwPMNKq2YkjwxbojAmxJFgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6O8StY23ixHPQaFJqgivPgn0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b5952e1_0c56_16ebf9102b2_da3b&xId=iuTDFpVwJwfnQBMWNYqiMinhRRdsnGlnTAyUDHaU7bcZFExqNGqo3K1LH92uChPJEl9kFBaKAaxEFsjBvF1tNY&union_lens=lensId:0b0f8443_0c76_16ebf9102b4_22d5
极地之悦卸妆水敏感肌脸部温和清洁眼唇脸三合一女深层清洁按压瓶,耳火Fendy,18,淘宝,2019-07-10 17:53:50,95845330308,6711795562674539780,0,-28417,0,54.00,0,996,63,6.33%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2FRP1Ovxg6c9w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMdPP9Z7vjg0ulovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMeC5EeQl4AF7SxpwOCJWFhQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6OWxjklMrdqcPPFnBoqcZPS0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b01decb_0cc9_16ea1aef352_287b&xId=7bKISnWNwQzsQVEF3RjXmz9yxrt5KVtGIViNPRzhsvTuLFEVhik1RsJaQHegnUu8yQ2h2oS4BcnvpKUigjP247&union_lens=lensId:0b0b0a7f_3afa_16ea1aef355_65f7
小奥汀雾感唇釉丝绒雾面哑光唇彩唇蜜小众品牌女保湿滋润口红,种草没呀,15,淘宝,2019-08-12 17:20:15,95358109553,6724207724835540236,0,-28511,0,89.90,0,9887,85,0.86%,https://s.click.taobao.com/t?e=m%3D2%26s%3DFfaC5apVP8Rw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMar0MK9NWwkqRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMlZJzdBur2T90BhTi5afsbwtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6P7M1nMmaJir7VfLHc%2FaV7f0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:TAPI@1584774941@0b093cf5_0f42_170fbf28c62_c110@01
ZEESEA滋色埃及眼影盘16色 安德森猫眼影闪粉珠光埃及艳后彩妆盘,我超爱吃烤鸭的,59,淘宝,2019-05-31 22:42:18,94891152957,6697139910714871047,0,-28947,0,99.90,0,14561,751,5.16%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dg%2F05UAw6ITdw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMXJWi96fL5cd8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMelv3tKv9khcDEWDo3Q4blAtkyqhBb5%2B4x8PUddoNe3CezgG9Nfqey2l3ckdzz6jSZYgQg23uS%2Bc3BPu%2BiR%2BfRJPCStNUQSx2bbvOA7UcWrpPUTXRfTxtdOeA%2FTvyFkOPlZTBKgNz8E8geG%2FMcDSi0sYOae24fhW0&union_lens=lensId:TAPI@1585214542@0b847665_0ece_17116265232_726b@01
完美日记小酒管水光唇釉唇彩唇蜜口红持久保湿镜面染唇液女学生,草稿箱,9,淘宝,2019-09-03 12:11:56,62516956392,6732292141973966092,0,-37346,0,69.90,0,65636,1759,2.68%,https://s.click.taobao.com/t?e=m%3D2%26s%3DtYowbKUXbL5w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMYruWMMd1LD38sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMA09qWerTJ4Tj5oPmeWWScwtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MqTRvnGZYv6fVohE9T6qDs0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:TAPI@1586076682@0b0fdd7e_1049_171498989da_9f4c@01
vnk温和卸妆棉湿巾女深层清洁一次性便携免洗湿巾无明显刺激50片,脑洞少女T,58,淘宝,2019-08-22 18:14:22,98473514242,6727932518005247246,0,-39098,0,49.90,0,724743,7571,1.04%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dotw6q6HN74xw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMV%2FrO6MVMrYXJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMGbOIeJtkuaBp9MoXiaCe2QtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MCEYLwcwGrGCJie%2FIXGGr00y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB393npKgme0atfJmVZ8lw866zeN9GIIRwg%3D&union_lens=lensId:TAPI@1584432190@0b84769e_0e89_170e7849469_ad3b@01
左颜右色男士素颜霜遮瑕痘印懒人BB霜自然色粉底液专用化妆品套装,空人空心空世界,59,淘宝,2019-07-13 15:40:55,67692428239,6712812155156090125,0,-39506,0,69.90,0,119371,3825,3.20%,https://s.click.taobao.com/t?e=m%3D2%26s%3DPG6rjsywpPNw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSIfV4kIMdyPxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM4OaNNcLlBpcixLnG0AimVQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MK%2FDdQhfPJUanUdMUW7BAE0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b1b2b7f_0c83_1705bcbe797_6e1d&xId=arQYFsWiv2VroxXrFsNvtf64dXNtEbj5m897lPyvIjY151zsARoIVvyrzIRSHzI9KKQOdh4Up9Qo1IHtAifR9J&union_lens=lensId:0b1b5435_0d96_1705bcbe79a_ad83
和风雨男士素颜霜懒人bb遮瑕粉底自然色专用隔离化妆品套装初学者,变帅秘诀,10,淘宝,2019-04-17 11:42:59,108690818366,6680488330259336461,0,-49270,0,39.90,0,1866,14,0.75%,https://s.click.taobao.com/t?e=m%3D2%26s%3DAQx09L8kRwdw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSH30g7WWTVb79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMspbiVfYy0HoY8QmD1hVBaQtkyqhBb5%2B4%2FKofRW9dzmeiGgWCb7aTnc3LpV8PxofEno%2F%2BOj2ZKbTOf9hgN%2FiQ%2Bx2OdJUqla7JS%2FvuqLEWLKub8CqtWDeKiWZgqY9COVeCJvgVEvrKfjtAtC2qPY1AIztCrcixW%2BJIuk9wL6PFwHAhhQs2DjqgEA%3D%3D&union_lens=lensId:0b582459_50b1_16f6e6c9d9b_3529&xId=4DB6Ur3IgWv609bcUSnF7CzTsZMvVOrmT7AvfIdTpWGgNqo2cPun0khN9rruq4lvV6AOUd1Wp9XpXEPVgJcHOI&union_lens=lensId:0b1af702_05ce_16f6e6c9d9d_2a1f
AloBon雅邦胡萝卜素口红保湿不易脱色滋润健康温变唇膏,大国重器,39,抖音小店,2019-09-06 18:51:58,3671960643699492,6733508484433841422,0,-12738,0,59.00,0,14270,145,1.02%,https://haohuo.jinritemai.com/views/product/item2?id=3362359158262387146&origin_type=2002001000&origin_id=6733508484433841422_3362664800676272738&alkey=1128_99514375927_6733508484433841422_3362664800676272738_011
vnk星耀圆管102苹果红哑光口红不沾杯唇彩持久不脱色哑光雾面唇膏,二喵果酱,18,淘宝,2019-03-27 18:00:39,64511499102,6672692599670770951,0,-12779,0,69.00,0,76560,672,0.88%,https://s.click.taobao.com/t?e=m%3D2%26s%3DYblOA0MGdmlw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbYhNn04AFgUlovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMGbOIeJtkuaBp9MoXiaCe2QtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6N%2FJ9p2LlG2AwrxfmclwmuZ0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b01e6c4_0c85_16df6ef64fb_e42d&xId=kMBWABzB8CvewZajs97W5FNcAaCZRjD6k7Se2zRV9O9LJYhKuRKwvw0bEVLToZOnu0hJ19ezMTnA44ZMRQlbp2&union_lens=lensId:0b1aeb4a_0bf8_16df6ef64fe_2379
安美镜面唇釉女学生款不掉色防水口红平价小众豆沙色小辣椒染唇液,毕小凡i,13,淘宝,2019-08-29 18:03:50,93066823938,6730527397940055309,0,-13010,0,64.90,0,823,43,5.22%,https://s.click.taobao.com/t?e=m%3D2%26s%3DbgdPIgZyr9Vw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMaZt%2BuMlbY%2FV5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMt4m3cSlmCOrefo4ydr59nowe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RAoH28tg0KBznQrEIKrSvTIm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b0b9f56_0caa_16ebf7f82a4_60e5&xId=Lr25HjaQsvaYRgjYbYTGgAqVk5KnipJeZFWjXBTvriMfm9ul3IPSOw6AM74zZ6101sWv3xXIV2jTIv8jVsO5Vw&union_lens=lensId:0b0f571f_0c5b_16ebf7f82a8_9934
my destiny/米蒂斯云染系列化妆刷套装柔软刷全套初学者彩妆刷子,三十斤,58,淘宝,2019-07-04 16:56:49,71952167289,6709432337316203790,0,-13782,0,118.00,0,21880,388,1.77%,https://s.click.taobao.com/t?e=m%3D2%26s%3DvEi8s4IQfzpw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSmYP51BI0r0J1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMmbKaP5di4IU4azfG%2BGRcIwtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6NkxUN95Rfe9sCNVbzEdPra0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b5952e1_0c56_16ebf8bf530_d443&xId=gkRyV7EzURAIJR4vOaepwyg962mPzVX6IQeQEiZH4VaAFvDFjqBxjXElTP1bLPjyZ1mt3r4zSpw0ON6KHY8llZ&union_lens=lensId:0b0163e3_0d02_16ebf8bf536_ab5f
乐在其中小冰棒冰淇淋丝绒雾面哑光空气唇釉女唇彩学生款平价口红,种草没呀,14,淘宝,2019-07-05 18:18:27,95358109553,6710060087949479172,0,-14310,0,49.90,0,6595,117,1.77%,https://s.click.taobao.com/t?e=m%3D2%26s%3DBkmDM45XBkhw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMVOXBff%2Bm2Ki1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMBWyD2P9VTPSvFQMLT45QbAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6NxVTIXTFbMBmqgc1rJTIJF0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB393npKgme0atfJmVZ8lw866zeN9GIIRwg%3D&union_lens=lensId:TAPI@1586768336@0b8476ac_0eb3_17172c35864_deb2@01
谷雨洁面氨基酸洗面奶敏感肌清洁温和慕斯泡沫卸妆带刷头男女,欧欧种草不得了,58,淘宝,2019-08-15 20:05:23,95274150788,6725363532671520011,0,-14635,0,71.90,0,11072,196,1.77%,https://s.click.taobao.com/t?e=m%3D2%26s%3D5QrOaQ%2BQdg9w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMZ38H26yf6vk8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM7DQMu%2BQ2ZteAr5F9izrTIQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6P1Vz4awlBH%2BAtxo3o%2BpZs20y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB393npKgme0atfJmVZ8lw866zeN9GIIRwg%3D&union_lens=lensId:TAPI@1586319362@0b84769e_1087_17158008956_a7b5@01
ZEESEA滋色大英博物馆埃及艳后口红小众品牌滋润正品唇膏女学生款,NN会有猫的,20,淘宝,2019-05-31 16:52:36,98175454380,6697027774831414532,0,-16169,0,69.90,0,6808,344,5.05%,https://s.click.taobao.com/t?e=m%3D2%26s%3D5J4bO657u7Jw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMTD3fH2GG%2Fp%2F79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMelv3tKv9khcDEWDo3Q4blAtkyqhBb5%2B4x8PUddoNe3CezgG9Nfqey2l3ckdzz6jS5SfmAqI70UZLdE%2FiWEXANJPCStNUQSx2bbvOA7UcWrpPUTXRfTxtdOeA%2FTvyFkOPlZTBKgNz8E8geG%2FMcDSi0sYOae24fhW0&union_lens=lensId:TAPI@1587816719@0b174ae1_0e9a_171b14063a9_7591@01
【官方直营】完美日记小黑钻唇膏口红,二喵果酱,18,抖音小店,2019-07-11 18:21:18,64511499102,6712345158555340043,0,-17557,0,59.90,0,9839,403,4.10%,https://haohuo.jinritemai.com/views/product/item2?id=3344842239900779913&origin_type=2002001000&origin_id=6712345158555340043_3347065340516675599&alkey=1128_99514375927_6712345158555340043_3347065340516675599_011
ZEESEA滋色唇釉丝绒雾面哑光持久保湿唇彩唇蜜平价口红女学生款,二喵果酱,13,淘宝,2019-06-29 12:05:27,64511499102,6707571847438814477,0,-20918,0,79.90,0,107591,2374,2.21%,https://s.click.taobao.com/t?e=m%3D2%26s%3DMaPEMeVSI%2Bpw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMceO8M89mixB1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMelv3tKv9khcDEWDo3Q4blAtkyqhBb5%2B4x8PUddoNe3CezgG9Nfqey2l3ckdzz6jS6Hhr9Pcs2wHZdD00dR3CcZPCStNUQSx2bbvOA7UcWrpPUTXRfTxtdOeA%2FTvyFkOPlZTBKgNz8E8geG%2FMcDSi0sYOae24fhW0&union_lens=lensId:0b5952e0_0c37_16ec240f128_e429&xId=tzgnD7Rq7k1DsSYomX3X0CaqFpZnvi1J47tpddm7Wv4BFhPAGhXtzrUNPKSHdiloivpcgwY3J8aeszvCxkC8g7&union_lens=lensId:0b1af702_0c72_16ec240f12a_c63c
