Vname,UpName,Vlong,Source,Uptime,UpID,VID,RelatedVs,newDayviews,Sales,Price,Commission,TotalLikes,TotalComments,Changerate,PLink
Croxx Benny墨夜之心美妆蛋干湿两用不吃粉化妆工具气垫海绵粉扑,宛宛小太阳,55,淘宝,2019-08-09 19:10:34,66206100067,6723122892252515588,0,-24702,0,35.00,0,6244,41,0.66%,https://s.click.taobao.com/t?e=m%3D2%26s%3DYdUKtB%2BftYZw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSTc4AyUzHPRlovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM7qkREat4hQAJSdxKACjBXgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6P2KHHrVDDTtgtTQp07MmsU0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b01c1f1_0c8c_16ebf9251d3_a2f3&xId=H8KLJ09hGBvLIzFfYykOav9Q10TXLKpyBglvkMexJgbIdznIaUbspbKAwUZHAQorFOdSKcmCmnLIsuFWRV6H6t&union_lens=lensId:0b150a5c_0bc1_16ebf9251d5_24d0
妮丽雅（NLY）恒斯眉笔纹绣定位化妆用拉线硬芯眉笔 拉线眉笔-深咖啡,爱分享的关关,15,京东,2019-06-11 12:47:12,68126335875,6700884493621792008,0,0,0,13.80,0,7084,92,1.30%,https://item.m.jd.com/product/22773684230.html
Real Techniques多功能水滴海绵彩妆美妆蛋 RT两用化妆粉扑2只装,喵格singherC,54,天猫,2019-06-14 18:00:15,96105749372,6702029855032134923,0,0,0,88.00,0,2226,123,5.53%,https://detail.tmall.hk/hk/item.htm?id=521259790057
MAC魅可子弹头口红新色316泫雅色CHILI小辣椒646牛血色奶茶色磨砂,探长沙,30,淘宝,2019-03-28 14:48:26,64054162223,6673023569141714189,0,0,0,115.00,0,24093,75,0.31%,https://s.click.taobao.com/t?e=m%3D2%26s%3DrQfut34GXN5w4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMadve%2FyxGMqoxq3IhSJN6GRly4Lw461zmK5FwbixwuXTOmHLOvRT5LcDTC%2FbtxF2YJ8yQnCH6WE9rhxXHCJkVcMEmGOGnSc6m%2F1SarTXhIOTC%2FMzkcxC5dBo5mbciWVrq0b6KUBagrehM%2BKEzV6eEkxUXM1cO9VM5iSIzQmZT19KorkWtLNbETI9ew1j%2BwOOnA%3D%3D&union_lens=lensId:0b846fb7_0c58_16a4f7da00f_0bc3
RT不吃粉美妆蛋多功能焕肤魔法多合一美妆蛋组合6只装化妆彩妆rt,-Egg蛋吖-,26,天猫,2019-06-13 15:00:19,60081289648,6701857670946704643,0,0,0,150.00,0,63479,1656,2.61%,https://detail.tmall.hk/hk/item.htm?id=544864793683
【七夕限定】MAC/魅可全色号子弹头唇膏 哑光口红 Ruby Woo小辣椒,我是美琪芽,19,天猫,2019-05-25 11:44:51,111286859545,6694484320112905475,0,0,0,170.00,0,10223,499,4.88%,https://detail.tmall.com/item.htm?id=546724870335
少女心放映室 可爱粉色爱心台式化妆镜子 高清双面放大复古公主风,少女心放映室,15,淘宝,2018-11-20 12:08:06,94233998063,6625789724315356430,0,0,0,19.80,0,2021,41,2.03%,https://item.taobao.com/item.htm?id=556044596341
雅邦黑管口红6支礼盒装唇膏持久保湿易上色不沾杯学生唇釉彩显白,是你的夏xixi,53,淘宝,2018-11-10 16:25:35,98255744625,6622145222098816269,0,0,0,29.90,0,27716,218,0.79%,https://s.click.taobao.com/t?e=m%3D2%26s%3DTQhtfGMEjwxw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMXQ8VZrilRo5t4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM2yrd7KE25jsYLJ7YyvWVlAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MUWO0sUeRyowoAqG4lsa2s0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b1540db_0c79_16ee221e8bf_587d&xId=VMzHN69AGRptojBYYbQQKoGj7GpdED2WZb5rkNO34BJsCFzQ4SLxw7gPdCEdAptQJK1JlTb4dF6uDugYlO3S8e&union_lens=lensId:0b0fe8ba_0cc4_16ee221e8c2_bff3
宽猫眼甲油胶魔盒陨石星空猫眼2019新色美甲店指甲彩妆甲油胶套装,墨紫美甲工作室,17,淘宝,2019-04-12 18:15:09,72197227628,6678641686064696587,0,0,0,17.68,0,10048,134,1.33%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dnw%2BIdrWLjNpw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMfEerDNJtgIiJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMioFPjwjYfTCwHh3ktWGdEwtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6NH0pe5kDAM0JzWst5zh61C0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b1b15bd_0c8f_16ec0e31e80_b02f&xId=lKmqr2xsZNSmfi4tbe6lniW0ZXYOvQYWhmzKQFOnXcTOdt5XZDABk7Se5Quaf8UOPZmqqFdme8lTUOp8qRWcH6&union_lens=lensId:0b086875_0d1a_16ec0e31e82_a6e7
曼秀雷敦修色口红淡彩保湿滋润有色护唇豆沙南瓜色润唇膏不易掉色,Miss袁,34,淘宝,2018-12-20 21:02:23,85737858991,6637059960586898696,0,0,0,69.90,0,16198,89,0.55%,https://s.click.taobao.com/t?e=m%3D2%26s%3D9ikEFXoTSO1w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMePTJAgadB83RitN3%2FurF3zvuZw2w%2BQlu7VyciuSa1sz1wffTV69Dd%2FcqW3KZGNjNx8X7G7Q37Ba%2Fq7uKPnhVG%2F6dS7wgEtE7Ywe6%2FtGg2%2FRnfzW3xki7cbThu38KHQcJrvqGVCxGVrlyuJVX6Q6Fp9Nx%2FtAaJ%2FdhU9RNdF9PG1054D9O%2FIWQ4%2BVlMEqA3PwTyB4b8xwNKLSxg5p7bh%2BFbQ%3D&union_lens=lensId:0b017835_0bef_16803271c51_5325
ins超火眼影盘少女系哑光大地色人鱼姬裸色不晕染自然彩妆盘全套,快妆办公室,57,淘宝,2018-10-25 19:14:18,99512018892,6616251337724136711,0,0,0,98.00,0,21201,71,0.33%,https://item.taobao.com/item.htm?id=571267744794
萌小兮同款拉线眉笔易上色防水持久不掉色送眉刀影楼化妆师同款,萌小兮美妆,12,淘宝,2019-01-31 23:15:23,94991826535,6652288885130906893,0,-15,0,21.00,0,5026,64,1.27%,https://s.click.taobao.com/t?e=m%3D2%26s%3DO3gj2enSPvdw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMb43igUNWmllJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMN6o2hg7yanF96i3C0h4qCQtkyqhBb5%2B4HoaaUnJGJVNqGmoLahT%2BZzSJD1a7%2B8MkonSvq5w6NWbgDWhSupPfQNhHXoWup6v%2F1JztS5T9N8Z040xTe74sItAtu5t0lvo341YlJTA1HMO9KzILw1MW6qJn5AyUbPoV&union_lens=lensId:0b0b97cd_0ce4_16ec1e3ec20_5139&xId=adqFgPJLmmXLh6ojdnFUfMU8JNyHUsKuEXPNwtnytN9ggJLI3eeY8A4lUdsYrMbBq4DsfJHt6OYdjx72v3Nbht&union_lens=lensId:0b0fb9a0_0c99_16ec1e3ec22_5566
采尼美妆 POP KIT闪光星动金属口红唇膏哑光珠光金钻砖红玫瑰色,???闪闪闪瞎眼,29,淘宝,2019-07-29 18:08:46,62269715643,6718956284621753604,0,-19,0,59.00,0,23445,734,3.13%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2FRSdxEzJEHFw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMQQHJHDZOqNo79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMCdp6urL64q4lfc4n91hJys0Q9fK1X0Au0ItOGVs%2B65lkxuHiWOqrWdhHXoWup6v%2F2Ri9Bm4jDHcsd1%2FIQeIrFpNnDcaGD35Ty%2FDBex4JP5JmOsS93EYvTiQ4p%2F9wxuixu3%2BlL1nKuB1dfUKTScsK3%2FRukXcBkeHlxgxdTc00KD8%3D&union_lens=lensId:0b183db1_0d27_16ebfcaa5e1_648b&xId=NoaS3wsUceewXveHK2uQtLFfmGL6FS8z9ZUyV7oEM3VNdu2tQU90GQqQEFfD4cBvOEsK6Uzy7NMtTf04RM4Ktz&union_lens=lensId:0b835ffa_0caa_16ebfcaa5e3_e3d1
Lily Bell/丽丽贝尔拍拍回渗亲肤化妆棉省水擦水乳拍水卸妆棉50*2,悟惜,59,淘宝,2019-09-07 19:57:18,98468447440,6733896407628991755,0,-21,0,49.90,0,20799,124,0.60%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dgg7K%2FLHwkV5w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMXHYI5M4AEkoJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMKawr8TJ22PHhoimKf%2F9tawtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6PcgFSqpKNE3B8iAcmMHO9r0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b0fe08b_0c85_16ec2a1e72d_7ad3&xId=EHPOIS3qGGNNzuQrPBhIwE9ZnhDwBcsh35kZJ9uZBtlZg3TTrtMqKXtE1oZXT6CUkrRC8RBsgfdIlfQbGSpxvK&union_lens=lensId:0b0b217b_0d38_16ec2a1e730_d0d5
亲肤洁净干湿两用！韩国DAMAH黑魔法一次性洗脸巾洁面巾擦脸卸妆,美丽的老板娘,50,淘宝,2019-04-11 21:08:49,95575622538,6678618174914645255,0,-22,0,25.00,0,28841,72,0.25%,https://s.click.taobao.com/t?e=m%3D2%26s%3DoVmFZCYTE2tw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMeG56ZlYv2Dv8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMh4qNJJRQaUrAVxT5uJ5Iiv1SarTXhIOTrhzfEh3ilxbYR16Frqer%2FxIjP5Uhv22UkMApvc2NiNTe2rEbMXQqFthHXoWup6v%2F1JztS5T9N8Z040xTe74sItAtu5t0lvo341YlJTA1HMO9KzILw1MW6qJn5AyUbPoV&union_lens=lensId:0b17774d_0bdd_16ec0431774_66d7&xId=l67YYymL7AJcNcLSgtoG55wi7p2KpkutNpNbDPhxvp8vwmhpaAWt75wyhUv50JgtGzePzLFh74TWG3ogQePpQm&union_lens=lensId:0b0163e3_0d02_16ec0431778_83db
少女心放映室 翻盖防尘口红收纳盒 网红透明桌面多格唇釉整理盒,少女心放映室,10,淘宝,2019-04-23 18:44:13,94233998063,6682868105317829895,0,-22,0,9.80,0,21690,189,0.87%,https://item.taobao.com/item.htm?id=591834621468
【粉丝专享】Dr. Ci:Labo 城野医生 卓效收敛化妆水 100毫升,柯东西北（每晚十点直播，每日更新视频）,16,考拉,2019-09-22 13:02:31,78691098299,6739355799690153219,0,-23,0,79.00,0,11595,95,0.82%,https://m-goods.kaola.com/product/1396502.html
完美日记 倾色慕光唇膏小黑钻 口红不显唇纹持久显色滋润朱正廷同款 208 佳人绝色（樱桃色）热卖,是一只九龄,9,京东,2019-07-17 11:14:27,63159042369,6714211906690895108,0,-33,0,69.90,0,10391,406,3.91%,https://item.m.jd.com/product/31860084032.html
DR.WU达尔肤玻尿酸补水保湿精华化妆水爽肤水升级版大蓝瓶150ml※,小宇哥Yumiko,59,天猫,2019-09-17 18:06:08,58804794930,6737578613043940621,0,-37,0,219.00,0,1427,70,4.91%,https://detail.tmall.hk/hk/item.htm?id=599310732589
FrontCover哑光唇膏女学生款雾面子弹头欧美水润口红李佳琦推荐,陳雨舟,33,淘宝,2019-01-23 17:59:46,62555262435,6649599369450360067,0,-38,0,188.00,0,37559,1046,2.78%,https://item.taobao.com/item.htm?id=576654061245
eef三合一塑形眉笔女防水防汗不脱色 持久不晕染初学者 官方正品,瑞琪化妆造型,32,淘宝,2019-09-25 20:54:05,88000631896,6740590576338472203,0,-43,0,29.90,0,90,7,7.78%,https://s.click.taobao.com/t?e=m%3D2%26s%3D8ovcnTLm4fpw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMW4tafjwaZf41aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMvFX%2FN5%2BPsCBviKqIyAukIQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MSuly5sIEsREKCXnz8TZpw0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57b76a_0c7e_16ebf8e55ab_917f&xId=996is3GLb7Er60Xc9u088ifP4WV9nTTfTDSxUackh6DR2woX3AWai7BMhGKytmmYXzcJAsJcLVjJ65nC2cnRQE&union_lens=lensId:0bb790e7_0d5c_16ebf8e55ae_dce1
专业美发鸭嘴夹化妆造型分区定位夹大号影楼化妆师手推波纹鸭嘴夹,编发女王 飞艳,28,淘宝,2019-08-04 17:14:51,72874996490,6721117554196237575,0,0,0,9.90,0,434,9,2.07%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2Fqu%2FuxXB1AFw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMf4Xee0bWn7BRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMZrBxPw7jcZlUsO%2F%2Bo%2BWQIc0Q9fK1X0AuhLjO8JFSuq5qGmoLahT%2BZz%2BFa8QW0pMbTc7jC1Dcr3S4%2FApvI96NZhFG89z4Zh41aKP0FOEHOkYcTNWtqRPezzPihM1enhJMVFzNXDvVTOYkiM0JmU9fSqK5FrSzWxEyPXsNY%2FsDjpw%3D&union_lens=lensId:0b57b5a6_0c91_16ec2a62f79_9c67&xId=q5IfxK135Mm0BB1k0w3VqM27Ad6g3u51ezWWpSKR8EOTUYuMzEiJQQaJ50D6vy0kYfMpTTzLuwyAExDP0Ayzy0&union_lens=lensId:0b01eea0_0c3f_16ec2a62f7b_d7ca
少女心放映室 网红小猪美妆镜小风扇 生日礼物迷你随身带化妆镜子,少女心放映室,18,淘宝,2019-05-18 18:32:43,94233998063,6692149289478638855,0,0,0,16.80,0,564554,20552,3.64%,https://item.taobao.com/item.htm?id=594300261106
卡姿兰唇釉丝绒雾面哑光口红唇彩大牌正品小众品牌李佳琪推荐,胖虎,23,淘宝,2019-08-25 17:11:58,62700994948,6729029697084181763,0,0,0,59.00,0,107713,1663,1.54%,https://s.click.taobao.com/t?e=m%3D2%26s%3DL9nLtMlG98dw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMVwNw0%2FubjyAMMgx22UI05ZPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMs9jR%2BgZMcy6HdsC4Xlt8qQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6Ogn2ORvnBVxSm3iUc6C4fE0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b5952e0_0c37_16ebf8becfe_06a3&xId=xIg9qOtiWXaxwUPtKpBCBUHKHTdXzbrklwbBHSEn0Qxz3ef0J31F6gi58co2mH7lIcpafaoqapL3qnA8M4falJ&union_lens=lensId:0b0fc015_0c87_16ebf8bed00_d6fa
小迷糊无泪眼唇卸妆水液温和清洁无刺激眼唇脸卸妆油水正品学生女,赤木明星化妆间,55,天猫,2019-07-15 17:56:58,95548922590,6713743633369140492,0,0,0,59.90,0,21248,113,0.53%,https://detail.tmall.com/item.htm?id=594547427917
小允姐姐卸妆水正品脸部温和清洁眼部眼唇卸妆学生,小允姐姐,13,淘宝,2019-06-05 20:34:39,69657872755,6699008556651547911,0,0,0,46.90,0,37817,1622,4.29%,https://s.click.taobao.com/t?e=m%3D2%26s%3DinHVLRoMGv5w4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMbUE0TmCGNV41aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMF2YqrCHw7bAFi1GeJ1iSt4we6%2FtGg2%2FR0g4t7YZScZYp6nCvtaIgPeQwEz9rPXcwTTGtPdxHTRpuShzkDg9djvFMB%2FDNyXD67g3Dq5Ks1XPYR16Frqer%2F9Sc7UuU%2FTfGdONMU3u%2BLCLQLbubdJb6N%2BNWJSUwNRzDvSsyC8NTFuqiZ%2BQMlGz6FQ%3D%3D&union_lens=lensId:0b083dd4_0c72_16ec07b2554_7827&xId=4BR0ikcEkfuMjJEeX2LoTwESK7QYhnbVCgXzOLIh8QemYHhoyx8xR5S2syB3OehqtAWhwd1jCkIjNvMXbuofux&union_lens=lensId:0b0ffe7d_0cd8_16ec07b2556_6c34
医采旗艦店摩登魅色口红复古红姨妈紫枫叶红花漾粉橙花红恋爱粉,鱼小乖真人编发,37,淘宝,2019-07-10 20:11:34,24241215358,6711870034785996036,0,0,0,158.00,0,2267,58,2.56%,https://item.taobao.com/item.htm?id=594666550912
化妆镜带灯台式led灯补光镜女生宿舍收纳便携桌面梳妆网红仙女座,补屋正业,26,淘宝,2019-06-28 10:52:37,4331695913576094,6707118584386047246,0,0,0,69.00,0,148957,1425,0.96%,https://s.click.taobao.com/t?e=m%3D2%26s%3DsVFVsL5mkJpw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMeUaEi7XLpuz79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMRcEuWzNyMtfn%2F2II628PE4we6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RAviN7Wn7vUvsWGsf%2FRnf9sm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b57bdf0_0c47_16ec1868670_1cc7&xId=jYsnGSjaSoR99K0sRDDUu5sBYYv5BZgSUvIfbVkLVq6IO1bVJadfaqBYtcLZKhOrIhpsKaL9msZdzF8UAjnagx&union_lens=lensId:0b086875_0d1a_16ec1868672_18a3
初瑞雪ZUZUVC水爽肤水柔肤水化妆水紧致毛孔保湿旗舰店官网正品,初宝宝 勿忘初辛,16,淘宝,2019-06-12 15:23:58,68871943532,6701517078962146574,0,0,0,39.99,0,229,14,6.11%,https://item.taobao.com/item.htm?id=595080970853
初瑞雪ZUZU茱茱氨基酸卸妆洁面慕丝洗面奶清洁毛孔洁面乳,初宝宝 勿忘初辛,15,淘宝,2019-06-11 15:35:43,68871943532,6700890419674352907,0,0,0,89.99,0,312,13,4.17%,https://item.taobao.com/item.htm?id=595924786279
倩儿爷sweetone兮曼希曼氨基酸泡泡洁面洗面奶卸妆孕妇安全用,倩儿爷今天下午2点不见不散,59,淘宝,2019-06-16 20:06:54,66526428714,6702976232813792519,0,0,0,158.00,0,7904,361,4.57%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dc%2BtkC0kF1D9w4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMeNWnNde6OqB5x%2BIUlGKNpVq7iJOci%2FZIBv%2F5UtuxtAPezLijj5KVus%2BPyyeuJR1u58yQnCH6WE9aEqUXU9BSeDTduqSLn5FL%2F1SarTXhIOTrhzfEh3ilxahBHuDt9bsHs7AMx9cWAx%2BEiM%2FlSG%2FbZTfzpQnYfor1oxCFRvvTaV0l8MXyEu040uRCIhheCKoHSD4FEmnlefNoYbRN6svXwJxKmPmpIKZsA%3D%3D&union_lens=lensId:0b01cc69_fff4_16b4cb765aa_367e
美国伯特小蜜蜂皇牌润唇膏2支保湿滋润口红打底防干裂男女用进口,喵格singherC,59,淘宝,2019-09-07 17:46:53,96105749372,6733862800092892429,0,-138,0,88.00,0,5498,68,1.24%,https://s.click.taobao.com/t?e=m%3D2%26s%3DRca9nfy3zu9w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMTesPeILECxuRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMH2DBPa1DdGa2kbs2lizi6gtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6OwFmA6OA5T%2FyqxAjuNPAFt0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b1aff47_0c65_16ec234f7bd_9ea9&xId=AVAH6pliCxajSL5nb8o1CGUgtvA9kvVBVtwONuuHxKZq9uOHJFsejcalMLstoeD4D8PE2U1opJJXFd7kJ8obWV&union_lens=lensId:0b0adf2c_0d3b_16ec234f7bf_5fde
欧丽源氨基酸卸妆洁面奶二合一深层清洁温和泡沫敏感肌洗面乳男女,白衣未央,32,淘宝,2019-08-03 18:11:32,61738533254,6720673194002500872,0,-140,0,109.98,0,10768,546,5.07%,https://s.click.taobao.com/t?e=m%3D2%26s%3DvTbbdXUQ10pw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMUsb302PNXUHxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMeLpWqpD0AKYgjfnW0ARrTIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RDG9i%2BsDiBHXVPH%2BvrDB1GIm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b1545dd_0c7b_16ec2b298a9_ca6f&xId=rixTdiUJIytTudtMtkgRt9mJdvAbilXYsSfDkXhdsR14J8joO8hzbMI29Jry66PPWLo8aHkDYBJJjHYlcCgKCI&union_lens=lensId:0b012096_0c74_16ec2b298aa_404c
小jojo的美妆小铺慕斯之吻哑光雾面口红南瓜色车厘子色保湿滋润易,小小小jojo,46,淘宝,2019-07-13 16:47:45,95993033456,6712805595877100811,0,-146,0,49.00,0,717801,8384,1.17%,https://item.taobao.com/item.htm?id=595003159328
李佳琦推荐哑光口红不掉色唇膏女唇釉学生款套装盒同款 lilybyred,女生知识,14,淘宝,2019-09-26 17:56:47,3575255576347228,6740915965439134988,0,-154,0,5.80,0,816,12,1.47%,https://item.taobao.com/item.htm?id=596503543886
赫之本清透防护隔离乳 北极光版高倍隔离无需卸妆,配方师新帅,26,淘宝,2018-10-02 07:22:13,6497556215,6607532877078859012,0,-157,0,113.00,0,66,33,50.00%,https://s.click.taobao.com/t?e=m%3D2%26s%3Ddf1JscZ0y6Vw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMQcn1Rl9OY%2BBt4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMSUVD%2FMqVNO6i9yOXu2MhRQtkyqhBb5%2B4x8PUddoNe3CezgG9Nfqey2l3ckdzz6jSIy%2FnhgoJBia7chWkLbgkU5PCStNUQSx2bbvOA7UcWrpPUTXRfTxtdOeA%2FTvyFkOPlZTBKgNz8E8geG%2FMcDSi0sYOae24fhW0&union_lens=lensId:0b01e2ce_0c40_16ec14e476d_4c89&xId=NNeuW4cbP4eeOuzBq8g3VG7enyKuNVEZGKeHmSQmDrlSxQSVJqxQf8PR5aW8ovOXuzJbHYxarHSeEWf7Ti9YkF&union_lens=lensId:0b0b0a7f_0d39_16ec14e476e_bbcf
蛭子面具cos万圣节派对道具化妆舞会演出用品漆黑的影胤小丑 蛭子【树脂】,Tr湘轩,8,京东,2019-06-13 09:58:23,61080121384,6701536456835403011,0,-171,0,82.00,0,3138,281,8.95%,https://item.m.jd.com/product/47009115036.html
少女心放映室 梳妆台可爱化妆镜带收纳 猫咪萌妹寝室桌面台式镜子,少女心放映室,14,淘宝,2019-06-23 17:57:00,94233998063,6705376631474654476,0,-175,0,13.80,0,47987,454,0.95%,https://item.taobao.com/item.htm?id=595721203831
梵兮之匣FL星夜口红女哑光豆沙色不易掉色正品保湿滋润小辣椒学生,李毅然,10,淘宝,2019-07-14 19:57:33,59129266938,6713333047057698051,0,-190,0,89.00,0,47712,4393,9.21%,https://item.taobao.com/item.htm?id=593533129530
华公子3cm正品防水防汗双头眉笔不脱色自然持妆女初学者画不晕染裸妆画眉神器 深棕色,爱分享的关关,11,京东,2019-06-04 17:41:16,68126335875,6698317878619393291,0,-202,0,39.90,0,9437,112,1.19%,https://item.m.jd.com/product/16977179497.html
【店铺活动】光芮卸妆凝胶180ml 赠旅行装85ml,Mr乔希,57,淘宝,2018-10-24 15:44:35,77648567809,6615826208431017230,0,-210,0,143.00,0,1779,257,14.45%,https://s.click.taobao.com/t?e=m%3D2%26s%3DsznmZnw8Y4hw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMWf36V2HVUTh5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMPdHqPPTpoYL6bngWyZdnI4we6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RDhp%2FlXscevA%2Bl5idfnBj%2BMm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b57ab6b_0cac_16ec121739b_214b&xId=bVpKVBXlvimkFeN2DnYY7lPbytxfQEFn13lsnJ50C1sOksZ8dlwhlKJ641NWtb5GXhtgTOI7aH3xOVYWBCqXOv&union_lens=lensId:0b0f8443_0c76_16ec121739d_8e6b
