Vname,UpName,Vlong,Source,Uptime,UpID,VID,RelatedVs,newDayviews,Sales,Price,Commission,TotalLikes,TotalComments,Changerate,PLink
ins超火眼影盘少女系哑光大地色人鱼姬裸色不晕染自然彩妆盘全套,快妆办公室,57,淘宝,2018-10-25 19:14:18,99512018892,6616251337724136711,0,0,0,98.00,0,21201,71,0.33%,https://item.taobao.com/item.htm?id=571267744794
颜九的店 美国Revlon露华浓口红225唇膏哑光奶油黑管保湿滋润正品,搭配师阿鹿,16,淘宝,2018-10-04 20:10:48,93704350652,6608473111006301453,0,0,0,36.90,0,1546,46,2.98%,https://item.taobao.com/item.htm?id=571281516356
明明同款CC棒光感遮瑕笔粉底棒化妆品,珠轩工作室,47,淘宝,2019-01-14 21:15:18,92212765077,6646340420781477127,0,0,0,138.00,0,3482,63,1.81%,https://s.click.taobao.com/t?e=m%3D2%26s%3DjpLooN3koANw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMZxFZw90IUI0xq3IhSJN6GSp42teT6Pd9dz1l1tLN%2FzlEsvx6ieKyWzBIHPV%2FROl8h8X7G7Q37BarfytvIEKW1U2mdfVRF7%2Buowe6%2FtGg2%2FR0g4t7YZScZYBh5%2FaOsqjes7AMx9cWAx%2B5OMANqshy1p%2Bg0uFixuaSTPihM1enhJMVFzNXDvVTOYkiM0JmU9fSqK5FrSzWxEyPXsNY%2FsDjpw%3D&union_lens=lensId:0b14db34_0c4a_167883e9db4_3e5b
韩朵 遮盖黑眼圈脸部雀斑点痘痘印三色遮瑕膏彩妆化妆品,九飞星,43,天猫,2019-09-01 17:34:30,57499236019,6731633098028551432,0,0,0,59.00,0,1003,1,0.10%,https://detail.tmall.com/item.htm?id=571593146435
北欧实木梳妆台现代简约网红化妆台轻奢迷你小户型卧室ins化妆桌,傅先生,13,淘宝,2019-06-09 12:12:28,87777163031,6700119053068930315,0,0,0,534.00,0,5820,255,4.38%,https://s.click.taobao.com/t?e=m%3D2%26s%3DxGSsgv3UY95w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMfCGDdEvsR16t4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMihbo7H5brOXWJVRSv62lWAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6P9x4qaaDB4wrTSknoOuyBk0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b0aff46_0cc4_16ec2c24990_9991&xId=oeJSPMxrsjxwZpGYF1wDNrbYFazJPRcd7xJuQjxz2UEAweSSJdlgMoOMgW5bZmtnJhjSErkSe3mYHimcZlzVAN&union_lens=lensId:0b1b5435_0d0a_16ec2c24993_1007
爵色素颜霜男士专用自然色轻妆男生bb霜遮瑕痘印化妆品套装免卸妆,让男生更有型,7,淘宝,2019-07-11 11:00:29,60502089925,6711958604016143627,0,0,0,29.90,0,431,7,1.62%,https://s.click.taobao.com/t?e=m%3D2%26s%3DRGL4Ib%2BuBTlw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMY2MB0FrygCo5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMWmcoYu%2Fcx7DSHsTCmDCphgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6Pa8oQIL64FOA56ArIbmBuv0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57b768_0bed_16e06051157_e32f&xId=wFJj5ov5kZbsVqX5HNKosNMAZGqMpdRhfxZjl7oCqY2YnKqJTmYCHvqUF0DnX5xxiSdz7T3HfGumP7LJrI2n7w&union_lens=lensId:0b0fc015_0c53_16e0605115b_6317
儿童化妆品套装无毒女孩小公主彩妆演出舞台妆眼影化妆盒安全玩具,玩具益趣园,19,淘宝,2019-02-17 17:25:05,61559875124,6658161373471673607,0,0,0,19.50,0,1825,29,1.59%,https://item.taobao.com/item.htm?id=573929828998
美康粉黛丝绒唇釉雾面哑光女学生款平价小众品牌唇彩烂番茄色口红,鬼鬼天天,48,淘宝,2019-03-01 16:29:34,66064718359,6662986101138951432,0,0,0,39.00,0,55976,2032,3.63%,https://s.click.taobao.com/t?e=m%3D2%26s%3DAeNO8TYO%2FkVw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMVbop8Sm5kTy8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMIX9feJ3ImcBlwBYcoLMvt4we6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RD9NhPxDGgBHvelh%2B3up2fTm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b0fc0d4_0ccf_170336575e3_d6bf&xId=AaE1OiBHysxbFBsFoavxctvp0vM7jTCx82dCw1px8H8Fu8pxDK2NPJxEiwstkABzl1C5u6CHfBPuW8eI8Jwd8H&union_lens=lensId:0b0b217b_0e63_170336575e7_3501
中国风卡婷口红长相思点绛唇故宫限量版古风磁铁套装狗平价正品女,丽姐育儿,11,淘宝,2019-08-07 12:35:49,88963435494,6722044455458737412,0,0,0,89.90,0,95,7,7.37%,https://s.click.taobao.com/t?e=m%3D2%26s%3DpdjgBilE8c9w4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMdS7oqYOxc3zt4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMLajy%2BUaSakVo9BGa0icJOwtkyqhBb5%2B4x8PUddoNe3CezgG9Nfqey2l3ckdzz6jSTKnJxMwi%2Fcsk8G6zI1daFZPCStNUQSx2bbvOA7UcWrpPUTXRfTxtdOeA%2FTvyFkOPlZTBKgNz8E8geG%2FMcDSi0sYOae24fhW0&union_lens=lensId:0b083dd4_0c72_16ec2c3d1d7_c171&xId=SvpR2wgMJu9e8kzVnljEvDZ6wKvof9bFYNBJ3gnUKkn5J3PiOEL2BOPrd4pHQ5kI7enMyseCH7FFZFadkMXsDD&union_lens=lensId:0b0fcf04_0bbd_16ec2c3d1d8_12fe
安美丝绒雾面哑光唇釉女学生不易掉色防水小众唇彩圆管豆沙色口红,小鱼同学UAU,53,淘宝,2019-06-23 18:34:32,93351617597,6705423902559980807,0,0,0,64.00,0,108585,3061,2.82%,https://s.click.taobao.com/t?e=m%3D2%26s%3Df%2F8mXss%2BYTZw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMaRmb5174RSet4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMt4m3cSlmCOrefo4ydr59nowe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RCnEeYs7tzlv0pEvFHPfAWRm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b0175f0_0c52_16eca4f4882_447b&xId=u5zB16ULxV76GQBRlRiFmuiiSbHSeI1VqcNS9pLFFqUwjfCJwP3ch4m2KXaeoVn8z3x2TBRsUXeMPTi6srCi2c&union_lens=lensId:0b0f571f_0c5b_16eca4f4885_5d1e
小蜜坊棒棒糖润唇膏女无色保湿滋润补水桃子味唇膏口红打底学生,心灵化妆师CC,59,淘宝,2019-08-28 11:10:57,91584431487,6730049918053944590,0,0,0,29.90,0,24706,233,0.94%,https://s.click.taobao.com/t?e=m%3D2%26s%3DXnpw2qz%2FY9lw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMVZJ2PbJFdB679%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMyTa900mLoJszBxX27um7hQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6Pj9%2B2Et7luQgmeibFZiQ%2Bj0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57b76f_0be7_16e0a573ae0_5e1f&xId=08W77sPkhFs11LcbbJNh2ZbSF6HkuyQw2PLtcsXvkqoeCUgxvA36pbobqqiiZUcBxL0pWmyEuNKkyCbaRWreMB&union_lens=lensId:0b1aeb4a_0c18_16e0a573adc_6167
谷雨洁面氨基酸洗面奶敏感肌清洁温和慕斯泡沫卸妆带刷头男女,欧欧种草不得了,58,淘宝,2019-08-15 20:05:23,95274150788,6725363532671520011,0,0,0,71.90,0,11074,196,1.77%,https://s.click.taobao.com/t?e=m%3D2%26s%3D5QrOaQ%2BQdg9w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMZ38H26yf6vk8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM7DQMu%2BQ2ZteAr5F9izrTIQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6P1Vz4awlBH%2BAtxo3o%2BpZs20y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB393npKgme0atfJmVZ8lw866zeN9GIIRwg%3D&union_lens=lensId:TAPI@1586319362@0b84769e_1087_17158008956_a7b5@01
自然之名8倍酵母水爽肤水女补水保湿收缩毛孔神仙水控油化妆水,喵格singherC,59,淘宝,2019-09-06 17:56:52,96105749372,6733494282797288718,0,0,0,139.00,0,8887,127,1.43%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dh25HV8iIJYJw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMV53vuzLi5Pz79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMlKL67RbqK4HNvamE9i8ypgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6OlBF3HzlfPXnl340mtMi%2FV0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB393npKgme0atfJmVZ8lw866zeN9GIIRwg%3D&union_lens=lensId:TAPI@1586676989@0b0815c9_0e9d_1716d517dd0_c696@01
尊蓝男士素颜懒人霜BB霜提亮遮瑕痘印粉底液自然色彩妆化妆品套装,发型穿搭,47,淘宝,2019-07-09 10:14:58,61620175815,6711199892787809544,0,0,0,49.98,0,501,11,2.20%,https://s.click.taobao.com/t?e=m%3D2%26s%3DsjF%2Bt9bcIPRw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMQUja9vDBDTQMMgx22UI05ZPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM5CguDlmB6v%2FxqpWqIcFZqgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MZMpS%2BZpd6WQtSAFqtSqWl0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:TAPI@1585560328@0b58a109_0e97_1712ac298f1_cf5d@01
左颜右色男士素颜霜遮瑕痘印懒人BB霜自然色粉底液专用化妆品套装,空人空心空世界,59,淘宝,2019-07-13 15:40:55,67692428239,6712812155156090125,0,0,0,69.90,0,119372,3825,3.20%,https://s.click.taobao.com/t?e=m%3D2%26s%3DPG6rjsywpPNw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSIfV4kIMdyPxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM4OaNNcLlBpcixLnG0AimVQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MK%2FDdQhfPJUanUdMUW7BAE0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b1b2b7f_0c83_1705bcbe797_6e1d&xId=arQYFsWiv2VroxXrFsNvtf64dXNtEbj5m897lPyvIjY151zsARoIVvyrzIRSHzI9KKQOdh4Up9Qo1IHtAifR9J&union_lens=lensId:0b1b5435_0d96_1705bcbe79a_ad83
城野医生毛孔收敛水收缩补水保湿化妆水女健康水湿敷水VC爽肤水男,小蛋黄omi,49,淘宝,2019-06-14 20:45:16,62288305301,6702239075098692876,0,0,0,129.90,0,8863,112,1.26%,https://s.click.taobao.com/t?e=m%3D2%26s%3DdA%2FiWUFHqmxw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMYXQ8Y7Ox0JWlovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM5OmwQ24IL8%2F%2B%2FdVlHTW2BgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6PkNft9kYba%2Fwa6fHba57200y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b17774d_0d25_1708215e36b_0c8f&xId=T7Aqo6nniEhxqMz688cWufCsECl3EBMRkFSyRaGUrxjUX5atTTA0lOfzBD2QaIu0mGuWV4BfmgFNsG6MpLG7pP&union_lens=lensId:MAPI@1582730437@0b588f47_0dd4_1708215e36c_be9f@01
【七夕限定】MAC/魅可全色号子弹头唇膏 哑光口红 Ruby Woo小辣椒,我是美琪芽,19,天猫,2019-05-25 11:44:51,111286859545,6694484320112905475,0,0,0,170.00,0,10227,499,4.88%,https://detail.tmall.com/item.htm?id=546724870335
EltaMD进口温和氨基酸泡沫洗面奶清洁毛孔卸妆清爽补水保湿深层,刘小溪刘小溪,52,天猫,2019-02-26 17:33:58,74892160601,6661941639382060302,0,0,0,158.00,0,1453,171,11.77%,https://detail.tmall.hk/hk/item.htm?id=547201903244
Dior/迪奥口红姨妈色女魅惑釉唇膏黑管漆光唇釉877/740/857/744,我是美琪芽,13,天猫,2019-05-03 11:23:30,111286859545,6686381218415643916,0,0,0,258.00,0,1767,70,3.96%,https://detail.tmall.com/item.htm?id=547966450368
赫之本清透防护隔离乳 北极光版高倍隔离无需卸妆,配方师新帅,26,淘宝,2018-10-02 07:22:13,6497556215,6607532877078859012,0,0,0,113.00,0,66,33,50.00%,https://s.click.taobao.com/t?e=m%3D2%26s%3Ddf1JscZ0y6Vw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMQcn1Rl9OY%2BBt4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMSUVD%2FMqVNO6i9yOXu2MhRQtkyqhBb5%2B4x8PUddoNe3CezgG9Nfqey2l3ckdzz6jSIy%2FnhgoJBia7chWkLbgkU5PCStNUQSx2bbvOA7UcWrpPUTXRfTxtdOeA%2FTvyFkOPlZTBKgNz8E8geG%2FMcDSi0sYOae24fhW0&union_lens=lensId:0b01e2ce_0c40_16ec14e476d_4c89&xId=NNeuW4cbP4eeOuzBq8g3VG7enyKuNVEZGKeHmSQmDrlSxQSVJqxQf8PR5aW8ovOXuzJbHYxarHSeEWf7Ti9YkF&union_lens=lensId:0b0b0a7f_0d39_16ec14e476e_bbcf
Girlcult山海系列惊灵唇蜜滋润镜面唇釉女口红唇彩经狂鸟学生鲛人,种草没呀,12,淘宝,2019-06-22 18:29:36,95358109553,6705142803095211271,0,0,0,79.00,0,61815,722,1.17%,https://s.click.taobao.com/t?e=m%3D2%26s%3DqRtAIPjOIRZw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMQuMtY84uGEct4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM8LtCyZVDUh%2BzQxOkIHMo5s0Q9fK1X0AuhLjO8JFSuq5qGmoLahT%2BZz%2BFa8QW0pMbTc7jC1Dcr3S4%2FApvI96NZgS7KbcX7eRnDb1bu5FeJ%2FgcTNWtqRPezzPihM1enhJMVFzNXDvVTOYkiM0JmU9fSqK5FrSzWxEyPXsNY%2FsDjpw%3D&union_lens=lensId:0b01e6c4_0ca9_16ec2664a06_198f&xId=RI29agi5Sbqfrcb4HoMZTii1QhQri9wjAWhVmXxxoAICzJFENIbtTuxZMgTJ0I3hyOVkqongzfXbyIl1nju41g&union_lens=lensId:0b1ae93d_0cbc_16ec2664a08_4bd2
米选led化妆镜带灯补光宿舍台式梳妆镜女折叠网红桌面便携小镜子,奔波儿霸,7,淘宝,2019-08-17 13:02:44,64076313927,6725996785891822859,0,0,0,2.90,0,2349,115,4.90%,https://s.click.taobao.com/t?e=m%3D2%26s%3DSp9f406wb3tw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMZvOXiq2jwSE79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMJWmDsNg5uVR3cf4IJAEeBAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MDaff33HjgjOWQzX3sE4%2Fq0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:TAPI@1587604239@0b84765f_0e99_171a496362f_d70e@01
李佳琦推荐哑光口红不掉色唇膏女唇釉学生款套装盒同款 lilybyred,女生知识,14,淘宝,2019-09-26 17:56:47,3575255576347228,6740915965439134988,0,0,0,5.80,0,816,12,1.47%,https://item.taobao.com/item.htm?id=596503543886
